,city,admin_name,lat,lng,id,first_name,last_name,weight,height,jersey,year,position,home_country
39,Montgomery,AL,32.3473,-86.2666,4567113,Michael,Collins,173.0,70.0,31.0,4.0,DB,USA
40,Hickory,NC,35.7426,-81.323,4035624,Landon,Dickerson,308.0,78.0,69.0,4.0,OL,USA
41,Huntington Beach,CA,33.696,-118.0025,4241483,Taylor,Wilson,232.0,72.0,96.0,4.0,DL,USA
42,Fort Lauderdale,FL,26.1412,-80.1464,4567126,Braylen,Ingraham,289.0,76.0,52.0,1.0,DL,USA
43,Fort Lauderdale,FL,26.1412,-80.1464,4241484,Daniel,Wright,190.0,73.0,3.0,3.0,DB,USA
44,Fort Lauderdale,FL,26.1412,-80.1464,4567098,Jordan,Battle,201.0,73.0,9.0,2.0,DB,USA
45,Cary,NC,35.7817,-78.8175,4372024,Sean,Kelly,190.0,71.0,38.0,4.0,DB,USA
46,Tuscaloosa,AL,33.2348,-87.5266,4241474,Brian,Robinson Jr.,226.0,73.0,4.0,4.0,RB,USA
47,Tuscaloosa,AL,33.2348,-87.5266,4050499,Joshua,Lanier,160.0,71.0,84.0,4.0,WR,USA
48,Tuscaloosa,AL,33.2348,-87.5266,4567117,Jahi,Brown,223.0,72.0,39.0,3.0,RB,USA
49,Tuscaloosa,AL,33.2348,-87.5266,4567124,Gabe,Pugh,273.0,77.0,50.0,1.0,LS,USA
50,Hollywood,FL,26.0294,-80.1679,4372015,Xavier,Williams,195.0,73.0,3.0,2.0,WR,USA
51,Lewisville,TX,33.0452,-96.9823,4241476,Tyrell,Shavers,200.0,78.0,9.0,3.0,WR,USA
52,Deerfield Beach,FL,26.3049,-80.1277,4241463,Jerry,Jeudy,192.0,73.0,4.0,3.0,WR,USA
53,Milpitas,CA,37.434,-121.8921,4372036,Tevita,Musika,338.0,73.0,91.0,4.0,DL,USA
54,Gaithersburg,MD,39.1346,-77.2132,4040966,Trevon,Diggs,207.0,74.0,7.0,4.0,DB,USA
55,Ewa Beach,HI,21.3181,-158.0073,4567097,Taulia,Tagovailoa,208.0,71.0,3.0,2.0,QB,USA
56,Ewa Beach,HI,21.3181,-158.0073,4241479,Tua,Tagovailoa,218.0,73.0,13.0,3.0,QB,USA
57,Roswell,GA,34.0391,-84.3513,4241470,Xavier,McKinney,200.0,73.0,15.0,3.0,DB,USA
58,Mandeville,LA,30.375,-90.0906,4241452,Joseph,Bulovas,203.0,72.0,97.0,3.0,PK,USA
59,Plantation,FL,26.126,-80.2617,4372012,Patrick,Surtain II,203.0,74.0,2.0,3.0,DB,USA
60,Slidell,LA,30.2881,-89.7826,4372018,Eddie,Smith,196.0,72.0,15.0,2.0,DB,USA
61,Sugar Land,TX,29.5935,-95.6357,4360126,Connor,Adams,194.0,73.0,86.0,4.0,WR,USA
62,Hoover,AL,33.3754,-86.8065,4567104,Will,Reichard,180.0,73.0,16.0,2.0,PK,USA
63,Hoover,AL,33.3754,-86.8065,4567110,Joshua,Robinson,180.0,69.0,27.0,3.0,DB,USA
64,Anderson,SC,34.5212,-82.6478,4360127,Stephon,Wynn Jr.,311.0,76.0,90.0,2.0,DL,USA
65,Waldorf,MD,38.6085,-76.9195,4372021,Jalen,Jackson,186.0,75.0,32.0,4.0,WR,USA
66,Georgetown,TX,30.6668,-97.6953,4241455,Thomas,Fletcher,220.0,74.0,45.0,4.0,LS,USA
67,Mansfield,TX,32.569,-97.1211,4567100,Scooby,Carter,186.0,72.0,11.0,1.0,DB,USA
68,Decatur,AL,34.573,-86.9905,4040962,Deonte,Brown,338.0,76.0,65.0,4.0,OL,USA
69,Cartersville,GA,34.1632,-84.8007,4040714,Miller,Forristall,242.0,77.0,87.0,4.0,TE,USA
70,Madison,AL,34.7114,-86.7626,4241473,LaBryan,Ray,292.0,77.0,89.0,3.0,DL,USA
71,Madison,AL,34.7114,-86.7626,3927185,Mike,Bernier,219.0,74.0,98.0,4.0,P,USA
72,Madison,AL,34.7114,-86.7626,4241472,Kendall,Randolph,296.0,76.0,60.0,3.0,OL,USA
73,Columbia,TN,35.6236,-87.0487,4360118,De'Marquise,Lockridge,216.0,71.0,35.0,4.0,RB,USA
74,Meridian,MS,32.3846,-88.6897,4040965,Raekwon,Davis,312.0,79.0,99.0,4.0,DL,USA
75,Phenix City,AL,32.4588,-85.0251,4241449,Markail,Benton,235.0,74.0,36.0,2.0,LB,USA
76,Prattville,AL,32.4605,-86.4588,4567143,Ty,Perine,190.0,73.0,99.0,2.0,PK,USA
77,Vestavia Hills,AL,33.4518,-86.7438,4567107,Cooper,Bishop,195.0,72.0,35.0,2.0,RB,USA
78,Alabaster,AL,33.2198,-86.8226,4567119,Kyle,Smoak,160.0,68.0,41.0,1.0,WR,USA
79,Alabaster,AL,33.2198,-86.8226,4567135,Amari,Kight,302.0,79.0,78.0,1.0,OL,USA
80,Oxford,MS,34.3609,-89.5286,4567101,Brandon,Turnage,185.0,73.0,7.0,1.0,DB,USA
81,Opelika,AL,32.6621,-85.3772,4574868,Melvin,Billingsley,230.0,75.0,46.0,3.0,TE,USA
82,Laurel,MS,31.6956,-89.1448,4567123,Byron,Young,295.0,75.0,47.0,2.0,DL,USA
83,Sachse,TX,32.9726,-96.5793,4040975,Jared,Mayden,205.0,72.0,21.0,4.0,DB,USA
84,Okeechobee,FL,27.2414,-80.8298,4567134,Evan,Neal,360.0,79.0,73.0,2.0,OL,USA
85,Northport,AL,33.2589,-87.5985,4360123,Preston,Malone,222.0,71.0,52.0,3.0,LB,USA
86,Conway,SC,33.8403,-79.0422,4372025,Jaylen,Moody,228.0,74.0,42.0,3.0,LB,USA
87,Trussville,AL,33.6404,-86.5818,4567130,Rowdy,Garza,312.0,76.0,63.0,2.0,OL,USA
88,Trussville,AL,33.6404,-86.5818,4567133,Pierce,Quick,291.0,77.0,72.0,1.0,OL,USA
89,Trussville,AL,33.6404,-86.5818,4567102,Paul,Tyson,220.0,77.0,15.0,1.0,QB,USA
90,Fairhope,AL,30.522,-87.8816,4372027,Wes,Baumhower,212.0,72.0,25.0,2.0,LB,USA
91,Mountain Brook,AL,33.4871,-86.74,4567114,A.J.,Gates,170.0,67.0,31.0,1.0,RB,USA
92,Mountain Brook,AL,33.4871,-86.74,4567120,Sam,Reed,165.0,73.0,42.0,2.0,WR,USA
93,Mountain Brook,AL,33.4871,-86.74,4372029,Joe,Donald,216.0,75.0,57.0,4.0,LB,USA
94,Forest Park,GA,33.6209,-84.359,4567138,Justin,Eboigbe,294.0,77.0,92.0,2.0,DL,USA
95,Cullman,AL,34.1777,-86.8399,4241450,Hunter,Brannon,307.0,76.0,50.0,2.0,OL,USA
96,Fort Mill,SC,35.0062,-80.9388,4360112,Skyler,DeLong,188.0,76.0,12.0,3.0,P,USA
97,Colonia,NJ,40.5929,-74.3151,4567128,Antonio,Alfano,285.0,77.0,9.0,1.0,DE,USA
98,Perry,GA,32.4718,-83.728,4241447,Giles,Amos,245.0,76.0,85.0,4.0,TE,USA
99,Hernando,MS,34.85,-89.9921,3925361,Matt,Womack,325.0,79.0,77.0,4.0,OL,USA
100,Saraland,AL,30.8457,-88.099,4567129,Jake,Hall,207.0,75.0,59.0,2.0,LS,USA
101,Muscle Shoals,AL,34.7435,-87.6343,4574866,Carson,Ware,190.0,73.0,39.0,2.0,DB,USA
102,Glasgow,KY,37.0047,-85.9263,4567125,Tanner,Bowles,280.0,77.0,51.0,1.0,OL,USA
103,West Monroe,LA,32.512,-92.1513,4360115,Slade,Bolden,191.0,71.0,18.0,2.0,WR,USA
104,Loganville,GA,33.8353,-83.8957,4567122,Kevin,Harris II,222.0,76.0,44.0,1.0,LB,USA
105,Burtonsville,MD,39.1166,-76.9356,4567115,Shane,Lee,246.0,72.0,35.0,2.0,LB,USA
106,Seffner,FL,27.9981,-82.2735,4372019,Jerome,Ford,213.0,71.0,24.0,1.0,RB,USA
107,Pinson,AL,33.7057,-86.6674,4567140,DJ,Dale,308.0,75.0,94.0,2.0,DL,USA
108,West Point,MS,33.6064,-88.6571,4040971,Scott,Lashley,315.0,79.0,78.0,4.0,OL,USA
109,Fellsmere,FL,27.7241,-80.5974,4360114,Jarez,Parks,239.0,76.0,23.0,2.0,LB,USA
110,Oneonta,AL,33.9391,-86.4929,4574867,Landon,Bothwell,220.0,71.0,96.0,2.0,DL,USA
