,city,admin_name,lat,lng,id,first_name,last_name,weight,height,jersey,year,position,home_country
28,Little Rock,AR,34.7255,-92.358,4567185,Hudson,Henry,250.0,77.0,82.0,1.0,TE,USA
29,Little Rock,AR,34.7255,-92.358,4276275,Brenden,Young,,73.0,37.0,,DB,USA
30,Little Rock,AR,34.7255,-92.358,4360170,Trey,Purifoy,246.0,79.0,40.0,4.0,TE,USA
31,Little Rock,AR,34.7255,-92.358,4242180,Brenden,Young,202.0,73.0,37.0,4.0,DB,USA
32,Little Rock,AR,34.7255,-92.358,4242163,Koilan,Jackson,215.0,74.0,3.0,3.0,WR,USA
33,Little Rock,AR,34.7255,-92.358,4242174,David,Porter,255.0,75.0,94.0,3.0,DL,USA
34,Augusta,GA,33.3645,-82.0708,4035598,Britto,Tutt,176.0,73.0,14.0,4.0,DB,USA
35,Fayetteville,AR,36.0713,-94.166,4035593,Cheyenne,O'Grady,256.0,76.0,85.0,4.0,TE,USA
36,Fayetteville,AR,36.0713,-94.166,4035574,Elias,Hale,245.0,76.0,92.0,4.0,DL,USA
37,Fayetteville,AR,36.0713,-94.166,4242151,Ty,Clary,298.0,76.0,66.0,4.0,OL,USA
38,Fayetteville,AR,36.0713,-94.166,4035588,Jack,Lindsey,214.0,74.0,21.0,4.0,QB,USA
39,Fayetteville,AR,36.0713,-94.166,-1002149,Cheyenne,O’Grady,256.0,76.0,85.0,,TE,USA
40,Waco,TX,31.5597,-97.1882,3916208,Ben,Hicks,217.0,73.0,6.0,4.0,QB,USA
41,Murfreesboro,TN,35.8493,-86.4117,4567151,Trey,Knox,203.0,77.0,7.0,2.0,WR,USA
42,Beaumont,TX,30.085,-94.1451,4035600,Devwah,Whaley,212.0,71.0,21.0,4.0,RB,USA
43,Tyler,TX,32.3184,-95.3065,4567175,Beaux,Limmer,297.0,77.0,55.0,1.0,OL,USA
44,Columbia,MO,38.9477,-92.3255,4035582,Hayden,Johnson,248.0,74.0,32.0,4.0,TE,USA
45,Monroe,LA,32.5183,-92.0775,4242178,De'Vion,Warren,182.0,70.0,10.0,4.0,WR,USA
46,Monroe,LA,32.5183,-92.0775,-1002174,De’Vion,Warren,188.0,70.0,1.0,,WR,USA
47,Allen,TX,33.1088,-96.6735,4035587,Connor,Limpert,175.0,73.0,19.0,4.0,PK,USA
48,Lake Worth,FL,26.6195,-80.0591,4242166,Jarques,McClellion,174.0,72.0,4.0,3.0,DB,USA
49,Decatur,GA,33.7711,-84.2968,4242175,Gabe,Richardson,240.0,75.0,6.0,4.0,DL,USA
50,Hyattsville,MD,38.9612,-76.9548,4567172,Chibueze,Nwanna,332.0,79.0,50.0,4.0,OL,USA
51,Florence,SC,34.1782,-79.7872,4371998,Dorian,Gerald,265.0,75.0,5.0,4.0,DL,USA
52,Texarkana,TX,33.4487,-94.0815,4035566,McTelvin,Agim,300.0,75.0,3.0,4.0,DL,USA
53,Springdale,AR,36.1898,-94.1573,4360167,Isaiah,Nichols,276.0,75.0,93.0,2.0,DL,USA
54,Springdale,AR,36.1898,-94.1573,4567179,Logan,Kallesen,299.0,79.0,67.0,1.0,OL,USA
55,Jonesboro,AR,35.8211,-90.6793,4567164,Logan,Orr,230.0,74.0,33.0,1.0,LB,USA
56,Jonesboro,AR,35.8211,-90.6793,4567163,Asa,Shearin,219.0,73.0,29.0,1.0,LB,USA
57,Jonesboro,AR,35.8211,-90.6793,4371997,Noah,Gatlin,303.0,79.0,73.0,2.0,OL,USA
58,Conway,AR,35.0753,-92.4695,3916905,Colton,Jackson,298.0,77.0,74.0,4.0,OL,USA
59,Mansfield,TX,32.569,-97.1211,4567148,Jalen,Catalon,198.0,70.0,1.0,1.0,DB,USA
60,Mansfield,TX,32.569,-97.1211,4567189,Taurean,Carter,292.0,75.0,91.0,1.0,DL,USA
61,Mansfield,TX,32.569,-97.1211,4251243,Kendall,Catalon,186.0,69.0,6.0,2.0,WR,USA
62,Mansfield,TX,32.569,-97.1211,4567190,Enoch,Jackson Jr.,292.0,72.0,99.0,1.0,DL,USA
63,San Clemente,CA,33.4498,-117.6103,4035278,Sam,Loy,192.0,73.0,42.0,3.0,P,USA
64,Pine Bluff,AR,34.2116,-92.0178,4360165,Simeon,Blair,202.0,70.0,15.0,2.0,DB,USA
65,Rockwall,TX,32.917,-96.4377,4567184,Jackson,Salley,185.0,72.0,83.0,1.0,WR,USA
66,Brentwood,TN,35.9918,-86.7758,4391568,Matthew,Phillips,176.0,70.0,80.0,2.0,P,USA
67,Friendswood,TX,29.5112,-95.1979,4360664,Jake,Yurachek,231.0,72.0,35.0,2.0,LB,USA
68,Warren,OH,41.239,-80.8174,4031151,Myron,Cunningham,293.0,79.0,76.0,4.0,OL,USA
69,Phenix City,AL,32.4588,-85.0251,4567160,A'Montae,Spivey,194.0,73.0,24.0,1.0,RB,USA
70,Phenix City,AL,32.4588,-85.0251,-1002166,A’Montae,Spivey,192.0,73.0,24.0,,RB,USA
71,Owasso,OK,36.2882,-95.8328,4360171,Chad,Stephens,188.0,71.0,92.0,3.0,P,USA
72,Benton,AR,34.5771,-92.5715,4242162,Audry,Horn,303.0,74.0,64.0,2.0,OL,USA
73,Prattville,AL,32.4605,-86.4588,3843230,Jimmie,Stoudemire,204.0,74.0,83.0,4.0,WR,USA
74,Clermont,FL,28.5403,-81.7296,4035570,Deon,Edwards,220.0,73.0,22.0,4.0,LB,USA
75,Douglasville,GA,33.7384,-84.7068,4567153,Mataio,Soli,235.0,76.0,11.0,2.0,DL,USA
76,Southlake,TX,32.9545,-97.1503,4567168,John,Miscoll,209.0,74.0,39.0,2.0,LB,USA
77,Texarkana,AR,33.4361,-93.996,4567180,Austin,Nix,309.0,74.0,54.0,2.0,OL,USA
78,Searcy,AR,35.2418,-91.7351,4567181,Drew,Vest,290.0,78.0,72.0,1.0,OL,USA
79,Madison,MS,32.4738,-90.13,4035573,Grayson,Gunter,247.0,77.0,89.0,4.0,TE,USA
80,Branson,MO,36.651,-93.2634,4242176,Jordan,Silver,235.0,73.0,48.0,3.0,LS,USA
81,Jenks,OK,35.9981,-95.9737,4567178,Brady,Latham,285.0,77.0,62.0,1.0,OL,USA
82,Jenks,OK,35.9981,-95.9737,4242155,Jordon,Curtis,176.0,72.0,20.0,3.0,DB,USA
83,Trussville,AL,33.6404,-86.5818,4372003,Myles,Mason,204.0,74.0,18.0,3.0,DB,USA
84,Marshall,TX,32.537,-94.3515,4035597,Micahh,Smith,210.0,72.0,26.0,4.0,DB,USA
85,Harvey,LA,29.8876,-90.0666,4567152,Greg,Brooks Jr.,177.0,71.0,9.0,2.0,DB,USA
86,Harvey,LA,29.8876,-90.0666,4035577,De'Jon,Harris,245.0,72.0,8.0,4.0,LB,USA
87,Harvey,LA,29.8876,-90.0666,-1002109,De’Jon,Harris,245.0,72.0,8.0,,LB,USA
88,Bryant,AR,34.6152,-92.4912,4372009,Cameron,Vail,190.0,73.0,44.0,2.0,DB,USA
89,Moultrie,GA,31.1591,-83.7708,3916917,T.J.,Smith,293.0,75.0,52.0,4.0,DL,USA
90,Richmond,TX,29.5824,-95.7602,4567161,Zach,Zimos,227.0,76.0,25.0,1.0,LB,USA
91,Festus,MO,38.2198,-90.4095,4242152,Shane,Clenin,314.0,78.0,57.0,3.0,OL,USA
92,Greenwood,AR,35.2134,-94.2407,4567177,Morgan,Hanna,216.0,76.0,95.0,1.0,DL,USA
93,Greenwood,AR,35.2134,-94.2407,4035592,Grant,Morgan,220.0,71.0,31.0,4.0,LB,USA
94,Arab,AL,34.3309,-86.4991,4242161,Daulton,Hyatt,197.0,76.0,11.0,2.0,WR,USA
95,Tyrone,GA,33.4752,-84.5941,4371996,Nicholas,Fulwider,290.0,79.0,48.0,2.0,DL,USA
96,Yoakum,TX,29.2933,-97.1469,4372008,Silas,Robinson,306.0,76.0,75.0,2.0,OL,USA
97,Spring Grove,IL,42.4547,-88.2404,4242177,Dalton,Wagner,311.0,81.0,78.0,3.0,OL,USA
98,Warren,AR,33.6113,-92.0678,4567188,Marcus,Miller,300.0,77.0,90.0,1.0,DL,USA
99,Warren,AR,33.6113,-92.0678,4567156,Treylon,Burks,231.0,75.0,16.0,2.0,WR,USA
100,Lucas,TX,33.095,-96.5792,4360169,Bumper,Pool,225.0,74.0,10.0,3.0,LB,USA
101,Lucas,TX,33.095,-96.5792,4371999,Griffin,Hunt,230.0,76.0,58.0,1.0,DL,USA
102,Lucas,TX,33.095,-96.5792,4567166,Chad,Hesson,193.0,69.0,38.0,2.0,RB,USA
