,city,admin_name,lat,lng,id,first_name,last_name,weight,height,jersey,year,position,home_country
0,Miami,FL,25.7839,-80.2102,4240602,Shawn,Davis,185.0,71.0,31.0,3.0,DB,USA
1,Miami,FL,25.7839,-80.2102,4240596,CJ,Henderson,202.0,73.0,1.0,3.0,DB,USA
2,Miami,FL,25.7839,-80.2102,4240605,Lacedrick,Brunson,229.0,73.0,34.0,2.0,LB,USA
3,Miami,FL,25.7839,-80.2102,4240618,Kemore,Gamble,241.0,75.0,88.0,2.0,TE,USA
4,Miami,FL,25.7839,-80.2102,4259442,Andres,Saldivar,230.0,74.0,86.0,4.0,TE,USA
5,Miami,FL,25.7839,-80.2102,4034947,C.J.,McWilliams,184.0,71.0,12.0,3.0,DB,USA
6,Houston,TX,29.7869,-95.3905,4240599,Donovan,Stiner,203.0,73.0,13.0,3.0,DB,USA
7,Houston,TX,29.7869,-95.3905,4034964,Tyrie,Cleveland,205.0,74.0,89.0,4.0,WR,USA
8,Tampa,FL,27.9942,-82.4451,4240603,Malik,Davis,195.0,71.0,20.0,2.0,RB,USA
9,Tampa,FL,27.9942,-82.4451,4240619,Zachary,Carter,263.0,76.0,17.0,2.0,DL,USA
10,Tampa,FL,27.9942,-82.4451,4360246,Richard,Gouraige,298.0,76.0,76.0,1.0,OL,USA
11,Tampa,FL,27.9942,-82.4451,4360252,Jaylin,Jackson,172.0,68.0,42.0,1.0,WR,USA
12,Orlando,FL,28.4772,-81.3369,4360249,Dennis,Gross,225.0,78.0,87.0,4.0,TE,USA
13,Orlando,FL,28.4772,-81.3369,4505543,Clifford,Taylor IV,220.0,77.0,45.0,2.0,TE,USA
14,Orlando,FL,28.4772,-81.3369,4240621,Austin,Perry,169.0,70.0,47.0,2.0,DB,USA
15,Orlando,FL,28.4772,-81.3369,4394569,Daniel,Cross,158.0,73.0,33.0,1.0,WR,USA
16,Orlando,FL,28.4772,-81.3369,4360251,Moses,Gordon III,275.0,72.0,94.0,4.0,DL,USA
17,Orlando,FL,28.4772,-81.3369,3915398,Tommy,Townsend,176.0,74.0,43.0,4.0,P,USA
18,Orlando,FL,28.4772,-81.3369,4259438,Quaylin,Crum,216.0,69.0,52.0,2.0,LB,USA
19,Orlando,FL,28.4772,-81.3369,-1009630,Moses,Gordon III,275.0,72.0,94.0,,?,USA
20,Charlotte,NC,35.2079,-80.8304,4037535,Marlon,Dunlap Jr.,295.0,75.0,91.0,3.0,DL,USA
21,Charlotte,NC,35.2079,-80.8304,4240614,T.J.,Moore,305.0,77.0,75.0,2.0,OL,USA
22,Charlotte,NC,35.2079,-80.8304,-1009623,Marlon,Dunlap Jr.,295.0,75.0,91.0,,DL,USA
23,Jacksonville,FL,30.3322,-81.6749,4567410,Kingsley,Eguakun,294.0,76.0,65.0,1.0,OL,USA
24,Jacksonville,FL,30.3322,-81.6749,4043903,Jacob,Finn,210.0,75.0,18.0,3.0,P,USA
25,Jacksonville,FL,30.3322,-81.6749,4034963,Rick,Wells,202.0,72.0,83.0,3.0,WR,USA
26,Jacksonville,FL,30.3322,-81.6749,4259437,Isaac,Ricks,223.0,68.0,29.0,2.0,RB,USA
27,Richmond,VA,37.5295,-77.4756,4360253,Marco,Ortiz,232.0,76.0,40.0,1.0,LS,USA
28,New Orleans,LA,30.0687,-89.9288,4240594,Brad,Stewart Jr.,200.0,72.0,2.0,3.0,DB,USA
29,New Orleans,LA,30.0687,-89.9288,4567405,Chester,Kimbrough,172.0,71.0,25.0,1.0,DB,USA
30,New Orleans,LA,30.0687,-89.9288,-1009677,Brad,Stewart Jr.,200.0,72.0,2.0,,DB,USA
31,Pensacola,FL,30.4427,-87.1886,4360233,Jacob,Copeland,192.0,72.0,15.0,1.0,WR,USA
32,Pensacola,FL,30.4427,-87.1886,4360241,Robert,Clay,196.0,72.0,36.0,4.0,WR,USA
33,Mobile,AL,30.6782,-88.1163,4034952,Lamical,Perine,218.0,71.0,2.0,4.0,RB,USA
34,Mobile,AL,30.6782,-88.1163,4240600,Kadarius,Toney,190.0,71.0,1.0,3.0,WR,USA
35,Huntsville,AL,34.6988,-86.6412,4567404,Jaydon,Hill,175.0,72.0,23.0,1.0,DB,USA
36,Lakeland,FL,28.0557,-81.9545,4567418,Lloyd,Summerall III,214.0,77.0,99.0,1.0,LB,USA
37,Lakeland,FL,28.0557,-81.9545,4240610,Ventrell,Miller,222.0,72.0,51.0,2.0,LB,USA
38,Lakeland,FL,28.0557,-81.9545,4567402,Keon,Zipperer,232.0,74.0,9.0,1.0,TE,USA
39,Lakeland,FL,28.0557,-81.9545,3970759,Garrett,Conner,204.0,73.0,44.0,4.0,RB,USA
40,Montgomery,AL,32.3473,-86.2666,4034955,Jeawon,Taylor,206.0,73.0,29.0,4.0,DB,USA
41,Tallahassee,FL,30.4551,-84.2527,4574768,John,Brady,192.0,71.0,46.0,1.0,P,USA
42,Gainesville,FL,29.6804,-82.3458,4584520,William,Sawyer,170.0,73.0,35.0,1.0,WR,USA
43,Gainesville,FL,29.6804,-82.3458,4567401,Luke,Matthews,166.0,69.0,9.0,1.0,QB,USA
44,Gainesville,FL,29.6804,-82.3458,4567415,Trent,Whittemore,192.0,75.0,80.0,1.0,WR,USA
45,Deltona,FL,28.905,-81.2136,4360243,Nicolas,Sutton,184.0,69.0,43.0,3.0,RB,USA
46,Fort Lauderdale,FL,26.1412,-80.1464,4567417,Khris,Bogle,216.0,78.0,97.0,1.0,LB,USA
47,Fort Lauderdale,FL,26.1412,-80.1464,4241988,Trevon,Grimes,214.0,77.0,8.0,3.0,WR,USA
48,Fort Lauderdale,FL,26.1412,-80.1464,4240612,Tedarrell,Slaton,358.0,77.0,56.0,3.0,DL,USA
49,Fort Lauderdale,FL,26.1412,-80.1464,4240608,James,Houston IV,233.0,73.0,41.0,2.0,LB,USA
50,Fort Lauderdale,FL,26.1412,-80.1464,4240595,Marco,Wilson,190.0,72.0,3.0,2.0,DB,USA
51,Fort Lauderdale,FL,26.1412,-80.1464,4574769,Kyle,Engel,183.0,72.0,35.0,1.0,QB,USA
52,Pembroke Pines,FL,26.0128,-80.3382,4574770,Tyler,Waxman,161.0,69.0,37.0,1.0,PK,USA
53,Ocala,FL,29.178,-82.1511,4034950,Freddie,Swain,199.0,72.0,16.0,4.0,WR,USA
54,Ocala,FL,29.178,-82.1511,4567412,Michael,Tarquin,279.0,77.0,70.0,1.0,OL,USA
55,Mesquite,TX,32.7623,-96.5889,4039049,Jean,Delance,314.0,76.0,56.0,3.0,OL,USA
56,Mesquite,TX,32.7623,-96.5889,-1009620,Jean,Delance,314.0,76.0,56.0,,OL,USA
57,Hampton,VA,37.0551,-76.3629,4240613,Elijah,Conliffe,312.0,76.0,93.0,3.0,DL,USA
58,Clearwater,FL,27.9788,-82.7624,4567414,Ethan,White,370.0,77.0,77.0,1.0,OL,USA
