,city,admin_name,lat,lng,id,first_name,last_name,weight,height,jersey,year,position,home_country
0,Los Angeles,CA,34.1139,-118.4068,4575121,Nathan,Priestley,205.0,76.0,9.0,1.0,QB,USA
1,Miami,FL,25.7839,-80.2102,4379399,James,Cook,190.0,71.0,4.0,3.0,RB,USA
2,Miami,FL,25.7839,-80.2102,4426374,Tyrique,Stevenson,202.0,72.0,7.0,2.0,DB,USA
3,Miami,FL,25.7839,-80.2102,4361779,Divaad,Wilson,195.0,72.0,2.0,2.0,DB,USA
4,Philadelphia,PA,40.0077,-75.1339,4259545,D'Andre,Swift,215.0,69.0,7.0,3.0,RB,USA
5,Philadelphia,PA,40.0077,-75.1339,4259570,Mark,Webb,200.0,73.0,23.0,4.0,DB,USA
6,Atlanta,GA,33.7627,-84.4225,4379401,John,FitzPatrick,230.0,78.0,86.0,2.0,TE,USA
7,Atlanta,GA,33.7627,-84.4225,4379413,Christopher,Smith,180.0,71.0,29.0,3.0,DB,USA
8,Atlanta,GA,33.7627,-84.4225,4379412,Jamaree,Salyer,325.0,76.0,69.0,3.0,OL,USA
9,Atlanta,GA,33.7627,-84.4225,4259575,Bill,Rubright,182.0,75.0,93.0,3.0,P,USA
10,Atlanta,GA,33.7627,-84.4225,4379408,Miles,Miccichi,227.0,73.0,55.0,2.0,LB,USA
11,Atlanta,GA,33.7627,-84.4225,4259557,William,Poole,190.0,72.0,31.0,3.0,DB,USA
12,Atlanta,GA,33.7627,-84.4225,4259549,Trey,Blount,200.0,74.0,14.0,3.0,WR,USA
13,Atlanta,GA,33.7627,-84.4225,4575122,Hayden,Rubin,321.0,77.0,58.0,1.0,OL,USA
14,San Diego,CA,32.8312,-117.1225,4259574,Kolby,Wyatt,215.0,76.0,82.0,3.0,TE,USA
15,Brooklyn,NY,40.6501,-73.9496,4259568,Isaiah,Wilson,340.0,79.0,79.0,2.0,OL,USA
16,Baltimore,MD,39.3051,-76.6144,3917849,Lawrence,Cager,220.0,77.0,15.0,4.0,WR,USA
17,Charlotte,NC,35.2079,-80.8304,4381558,Jordan,Davis,330.0,78.0,99.0,3.0,DL,USA
18,Jacksonville,FL,30.3322,-81.6749,4259546,Ameer,Speed,211.0,75.0,9.0,3.0,DB,USA
19,Jacksonville,FL,30.3322,-81.6749,4035008,Solomon,Kindley,335.0,76.0,66.0,3.0,OL,USA
20,Nashville,TN,36.1715,-86.7843,4428032,Tymon,Mitchell,315.0,75.0,91.0,1.0,DL,USA
21,Memphis,TN,35.1046,-89.9773,4426401,Bill,Norton,285.0,78.0,45.0,1.0,DL,USA
22,Oklahoma City,OK,35.4676,-97.5137,4379398,Owen,Condon,310.0,79.0,75.0,2.0,OL,USA
23,Knoxville,TN,35.9692,-83.9496,4361788,Cade,Mays,328.0,78.0,68.0,3.0,OL,USA
24,Baton Rouge,LA,30.4419,-91.131,4426382,Makiya,Tongue,210.0,74.0,19.0,1.0,WR,USA
25,Columbia,SC,34.0376,-80.9037,4379414,Channing,Tindall,218.0,74.0,41.0,3.0,LB,USA
26,Augusta,GA,33.3645,-82.0708,4361780,Reid,Tulowitzky,175.0,70.0,31.0,3.0,WR,USA
27,Savannah,GA,32.0281,-81.1785,4035851,Demetris,Robertson,190.0,72.0,16.0,4.0,WR,USA
28,Savannah,GA,32.0281,-81.1785,4575111,Noah,Chumley,185.0,75.0,95.0,1.0,PK,USA
29,Savannah,GA,32.0281,-81.1785,4426331,Nolan,Smith,235.0,75.0,4.0,2.0,LB,USA
30,Columbus,GA,32.51,-84.8771,4053799,Prather,Hudson,200.0,71.0,24.0,4.0,RB,USA
31,Fort Lauderdale,FL,26.1412,-80.1464,4427391,Kenny,McIntosh,210.0,73.0,6.0,2.0,RB,USA
32,Frisco,TX,33.1554,-96.8217,3917012,J.R.,Reed,194.0,73.0,20.0,4.0,DB,USA
33,Gainesville,GA,34.2902,-83.8303,4575115,Dan,Jackson,180.0,73.0,47.0,1.0,DB,USA
34,Warner Robins,GA,32.5975,-83.6526,4240689,Jake,Fromm,220.0,74.0,11.0,3.0,QB,USA
35,Warner Robins,GA,32.5975,-83.6526,4361787,Trey,Hill,330.0,76.0,55.0,3.0,OL,USA
36,Athens,GA,33.9508,-83.3689,4259552,John,Seter,180.0,75.0,16.0,3.0,QB,USA
37,Clearwater,FL,27.9788,-82.7624,4428451,Brett,Seither,228.0,77.0,18.0,1.0,TE,USA
38,Miami Gardens,FL,25.9433,-80.2426,4259559,Latavious,Brini,210.0,74.0,36.0,3.0,DB,USA
39,Decatur,GA,33.7711,-84.2968,4575110,Brandon,Bunkley,300.0,74.0,63.0,1.0,OL,USA
40,Decatur,GA,33.7711,-84.2968,4361791,Devonte,Wyatt,301.0,75.0,95.0,4.0,DL,USA
41,Roswell,GA,34.0391,-84.3513,4240690,Jake,Skole,215.0,74.0,42.0,2.0,DB,USA
42,Roswell,GA,34.0391,-84.3513,4575114,Chase,Harof,250.0,74.0,43.0,3.0,TE,USA
43,Roswell,GA,34.0391,-84.3513,4379417,Blake,Watson,300.0,78.0,61.0,2.0,OL,USA
44,Plantation,FL,26.126,-80.2617,4379397,Tyson,Campbell,185.0,74.0,3.0,3.0,DB,USA
45,Albany,GA,31.5776,-84.1762,4379406,Garrett,Jones,203.0,72.0,36.0,2.0,RB,USA
46,Dalton,GA,34.7691,-84.9712,4053803,Jordon,McKinney,187.0,72.0,37.0,3.0,DB,USA
47,Hoover,AL,33.3754,-86.8065,4426354,George,Pickens,190.0,75.0,1.0,2.0,WR,USA
48,Hoover,AL,33.3754,-86.8065,4428064,William,Mote,230.0,74.0,56.0,1.0,LS,USA
49,Johns Creek,GA,34.0333,-84.2026,4259576,Brooks,Buce,175.0,72.0,97.0,3.0,PK,USA
50,Warwick,RI,41.7062,-71.4334,4427080,Xavier,Truss,330.0,79.0,73.0,1.0,OL,USA
51,Alpharetta,GA,34.0703,-84.2738,4053805,Josh,Moran,193.0,74.0,9.0,4.0,WR,USA
52,Alpharetta,GA,34.0703,-84.2738,4361789,Cameron,Moore,170.0,70.0,85.0,3.0,WR,USA
53,Eden Prairie,MN,44.8488,-93.4595,4567962,Jermaine,Johnson,240.0,77.0,11.0,4.0,LB,USA
54,Marietta,GA,33.9532,-84.5422,3915165,Rodrigo,Blankenship,191.0,73.0,98.0,4.0,PK,USA
55,Marietta,GA,33.9532,-84.5422,4046333,Patrick,Burke,197.0,75.0,26.0,3.0,WR,USA
56,Marietta,GA,33.9532,-84.5422,4426341,Dominick,Blaylock,195.0,73.0,8.0,2.0,WR,USA
57,Marietta,GA,33.9532,-84.5422,4379409,Azeez,Ojulari,240.0,75.0,13.0,2.0,LB,USA
58,Rome,GA,34.2662,-85.1862,4379392,Adam,Anderson,225.0,77.0,19.0,3.0,LB,USA
59,Brunswick,GA,31.145,-81.474,4426512,Warren,McClendon,320.0,76.0,70.0,1.0,OL,USA
60,Brookhaven,GA,33.8744,-84.3314,4361783,Mitchell,Werntz,220.0,76.0,42.0,3.0,TE,USA
61,Apopka,FL,28.7013,-81.5303,4426387,Rian,Davis,230.0,74.0,12.0,1.0,LB,USA
62,Hinesville,GA,31.8247,-81.6135,4567963,Tramel,Walthour,280.0,75.0,90.0,2.0,DL,USA
63,Dunwoody,GA,33.9418,-84.3122,4046335,Daniel,Gothard,327.0,78.0,57.0,4.0,OL,USA
64,Madison,AL,34.7114,-86.7626,4240692,Monty,Rice,235.0,73.0,32.0,4.0,LB,USA
65,Cedar Hill,TX,32.5809,-96.9592,4426536,Lewis,Cine,185.0,73.0,16.0,2.0,DB,USA
66,Schertz,TX,29.5648,-98.2537,4379395,Tommy,Bush,195.0,77.0,12.0,2.0,WR,USA
67,Mableton,GA,33.8132,-84.5656,4035016,Julian,Rochester,300.0,77.0,5.0,4.0,DL,USA
68,Milton,GA,34.1353,-84.3138,4361781,Patrick,Bond,180.0,70.0,37.0,2.0,WR,USA
69,Merritt Island,FL,28.3146,-80.6713,4046334,Willie,Erdman,191.0,70.0,23.0,3.0,WR,USA
70,Kennesaw,GA,34.0262,-84.6177,-1011540,Steven,Nixon,230.0,72.0,59.0,,LS,USA
71,Kennesaw,GA,34.0262,-84.6177,4426421,Ryland,Goede,240.0,78.0,88.0,1.0,TE,USA
72,Lebanon,TN,36.2039,-86.3475,4427826,Zion,Logue,295.0,77.0,96.0,1.0,DL,USA
73,Douglasville,GA,33.7384,-84.7068,4035005,Brian,Herrien,210.0,72.0,35.0,4.0,RB,USA
74,Milledgeville,GA,33.0874,-83.2414,4361790,Antonio,Poole,333.0,74.0,93.0,4.0,NT,USA
75,Duluth,GA,34.0053,-84.1491,4379405,Jaylen,Johnson,192.0,74.0,81.0,2.0,WR,USA
76,Horn Lake,MS,34.9512,-90.0501,4426340,Nakobe,Dean,220.0,72.0,17.0,2.0,LB,USA
77,Madison,MS,32.4738,-90.13,4240694,D'Marcus,Hayes,315.0,77.0,78.0,4.0,OL,USA
78,Griffin,GA,33.2418,-84.2747,4567961,DJ,Daniel,185.0,73.0,14.0,4.0,DB,USA
79,Acworth,GA,34.0565,-84.6709,4575126,Jake,Wilson,175.0,69.0,46.0,1.0,DB,USA
80,Oxford,AL,33.5966,-85.869,4426336,Clay,Webb,290.0,75.0,60.0,1.0,OL,USA
81,Laurinburg,NC,34.7596,-79.4781,4361777,Zamir,White,215.0,72.0,3.0,2.0,RB,USA
82,Suwanee,GA,34.0507,-84.0687,4379415,Payne,Walker,249.0,74.0,47.0,2.0,LS,USA
83,Suwanee,GA,34.0507,-84.0687,4361786,Warren,Ericson,305.0,76.0,50.0,2.0,OL,USA
