,city,admin_name,lat,lng,id,first_name,last_name,weight,height,jersey,year,position,home_country
79,Southern Pines,NC,35.1921,-79.4042,4241234,Jaylin,Dickerson,195.0,73.0,4.0,3.0,DB,USA
80,Loganville,GA,33.8353,-83.8957,3924363,Daniel,Fennell,255.0,74.0,35.0,4.0,LB,USA
81,Belmont,NC,35.2214,-81.0403,4249624,Nick,Muse,250.0,76.0,9.0,4.0,TE,USA
82,Bennettsville,SC,34.6304,-79.6874,4038829,Cameron,Johnson,302.0,78.0,61.0,3.0,OL,USA
83,Laurens,SC,34.5022,-82.0207,4241233,Summie,Carlay,295.0,77.0,73.0,2.0,OL,USA
84,Union,SC,34.7234,-81.6247,4259499,Shi,Smith,190.0,70.0,13.0,4.0,WR,USA
85,Dillon,SC,34.423,-79.369,4259494,Jazuun,Outlaw,235.0,74.0,57.0,3.0,DL,USA
86,Hampton,GA,33.3835,-84.2854,4428378,William,Rogers,300.0,75.0,57.0,1.0,OL,USA
87,Stone Mountain,GA,33.8034,-84.1724,4038849,D.J.,Wonnum,260.0,77.0,8.0,4.0,LB,USA
88,Dacula,GA,33.9815,-83.8951,4259506,Jamyest,Williams,185.0,69.0,21.0,3.0,CB,USA
89,Piedmont,SC,34.7074,-82.4651,4570680,John,Kanaan,260.0,76.0,69.0,2.0,OL,USA
90,Watchung,NJ,40.6432,-74.4391,3915417,Matt,Oliveira,208.0,75.0,39.0,4.0,LS,USA
91,Kingstree,SC,33.6665,-79.8293,4362858,Darius,Rush,190.0,74.0,28.0,2.0,DB,USA
92,Mullins,SC,34.2042,-79.2535,4430034,Xavier,Legette,210.0,72.0,17.0,2.0,WR,USA
93,Ridgeland,SC,32.4681,-80.9178,4570675,Zachariah,Doe,210.0,71.0,30.0,1.0,RB,USA
